tester,testName,year,mth,day,hour,min,sec,partNo,partRef,age,gender,trialNo,trialType,trialVar,accu,dotPr,touchTime,respTime,trialTime,animShown,prpt location,validity_basedonRT,reason invalid,terminated early?,reason terminated,held back?,override software,Reason overwritten,retain RT as >5000ms,notes,respTime,median time inh.,med. Time prpt,trialVar,accu,accu prpt,accu inh,coder
alexandra,24m2h,2024,9,28,14,49,7,2752,144,16,female,17,tpl,prpt,1,0,1202,1202,1202,apple,,1,,,,,,,1,,1202,,1202,prpt,1,1,,
alexandra,24m2h,2024,9,28,14,49,12,2752,144,16,female,18,tpl,prpt,1,0,1467,1467,1467,elephant2,,1,,,,,,,1,,1467,,1467,prpt,1,1,,
alexandra,24m2h,2024,9,28,14,49,18,2752,144,16,female,19,tpl,prpt,1,0,734,1034,1034,elephant,,1,,,,,,,1,,1034,,1034,prpt,1,1,,
alexandra,24m2h,2024,9,28,14,49,23,2752,144,16,female,20,tpl,inhb,0,0,1182,1182,1182,elephant,,1,,,,,,,1,,1182,,,inhb,0,,,
alexandra,24m2h,2024,9,28,14,49,31,2752,144,16,female,21,tpl,inhb,1,0,75,1251,1251,bus,,1,,,,,,,1,,1251,1251,,inhb,1,,1,
alexandra,24m2h,2024,9,28,14,49,36,2752,144,16,female,22,tpl,prpt,0,0,810,810,810,flower,,1,,,,,,,1,,810,,,prpt,0,,,
alexandra,24m2h,2024,9,28,14,49,42,2752,144,16,female,23,tpl,prpt,1,0,104,104,104,elephant2,,0,3,,,,,,1,,104,,,prpt,0,,,
alexandra,24m2h,2024,9,28,14,49,46,2752,144,16,female,24,tpl,prpt,1,0,463,463,463,elephant,,1,,,,,,,1,,463,,463,prpt,1,1,,
alexandra,24m2h,2024,9,28,14,49,51,2752,144,16,female,25,tpl,prpt,1,0,551,551,551,apple,,1,,,,,,,1,,551,,551,prpt,1,1,,
alexandra,24m2h,2024,9,28,14,49,56,2752,144,16,female,26,tpl,inhb,0,0,1411,1412,1412,flower,,1,,,,,,,1,,1412,,,inhb,0,,,
alexandra,24m2h,2024,9,28,14,50,4,2752,144,16,female,27,tpl,inhb,1,0,1973,1973,1973,elephant2,,1,,,,,,,1,,1973,1973,,inhb,1,,1,
alexandra,24m2h,2024,9,28,14,50,10,2752,144,16,female,28,tpl,prpt,1,0,2127,2127,2127,elephant2,,1,,,,,,,1,,2127,,2127,prpt,1,1,,
alexandra,24m2h,2024,9,28,14,50,16,2752,144,16,female,29,tpl,prpt,1,0,1041,1041,1041,owl,,1,,,,,,,1,,1041,,1041,prpt,1,1,,
alexandra,24m2h,2024,9,28,14,50,21,2752,144,16,female,30,tpl,prpt,1,0,288,1446,1446,elephant,,1,,,,,,,1,,1446,,1446,prpt,1,1,,
alexandra,24m2h,2024,9,28,14,50,27,2752,144,16,female,31,tpl,prpt,1,0,703,703,703,apple,,1,,,,,,,1,,703,,703,prpt,1,1,,
alexandra,24m2h,2024,9,28,14,50,32,2752,144,16,female,32,tpl,prpt,1,0,2152,14875,14875,apple,,1,,,,,,,0,,14875,,,prpt,1,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1612,1446,,,20/22,4 out of 7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.909,0.5714,
