tester,testName,year,mth,day,hour,min,sec,partNo,partRef,age,gender,trialNo,trialType,trialVar,accu,dotPr,touchTime,respTime,trialTime,animShown,prpt location,validity_basedonRT,reason invalid,terminated early?,reason terminated,held back?,override software,Reason overwritten,retain RT as >5000ms,notes,respTime,median time inh.,med. Time prpt,trialVar,accu,accu prpt,accu inh,coder
alexandra,24m2h,2024,8,13,13,38,41,2657,130,18,female,9,tpl,prpt,1,0,290,1990,1990,owl,,1,,,,,,,1,,1990,,1990,prpt,1,1,,
alexandra,24m2h,2024,8,13,13,38,47,2657,130,18,female,10,tpl,inhb,1,0,2915,2915,2915,elephant2,,1,,,,,,,1,,2915,2915,,inhb,1,,1,
alexandra,24m2h,2024,8,13,13,38,54,2657,130,18,female,11,tpl,inhb,1,0,2189,2329,2329,elephant4,,1,,,,,,,1,,2329,2329,,inhb,1,,1,
alexandra,24m2h,2024,8,13,13,39,1,2657,130,18,female,12,tpl,prpt,1,0,4678,5118,5118,elephant,,1,,,,,,,0,,5118,,,prpt,1,,,
alexandra,24m2h,2024,8,13,13,39,10,2657,130,18,female,13,tpl,prpt,1,0,5464,6196,6196,apple,,1,,,,,,,0,,6196,,,prpt,1,,,
alexandra,24m2h,2024,8,13,13,39,21,2657,130,18,female,14,tpl,prpt,1,0,1972,1979,1979,flower,,1,,,,,,,1,,1979,,1979,prpt,1,1,,
alexandra,24m2h,2024,8,13,13,39,27,2657,130,18,female,15,tpl,prpt,1,0,267,1951,1951,elephant2,,1,,,,,,,1,,1951,,1951,prpt,1,1,,
alexandra,24m2h,2024,8,13,13,39,33,2657,130,18,female,16,tpl,prpt,1,0,2213,2421,2421,flower,,1,,,,,,,1,,2421,,2421,prpt,1,1,,
alexandra,24m2h,2024,8,13,13,39,40,2657,130,18,female,17,tpl,inhb,1,0,6439,6688,6688,apple,,1,,,,,,,0,,6688,,,inhb,1,,1,
alexandra,24m2h,2024,8,13,13,39,51,2657,130,18,female,18,tpl,inhb,0,0,11164,11371,11371,owl,,1,,,,,,,0,,11371,,,inhb,0,,,
alexandra,24m2h,2024,8,13,13,40,8,2657,130,18,female,19,tpl,prpt,1,0,1369,1451,1451,apple,,1,,,,,,,1,,1451,,1451,prpt,1,1,,
alexandra,24m2h,2024,8,13,13,40,13,2657,130,18,female,20,tpl,prpt,1,0,12543,13125,13125,apple,,1,,,,,,,0,,13125,,,prpt,1,1,,
alexandra,24m2h,2024,8,13,13,40,31,2657,130,18,female,21,tpl,prpt,1,0,8312,31038,31038,flower,,1,,,,,,,0,,31038,,,prpt,1,1,,
alexandra,24m2h,2024,8,13,13,41,6,2657,130,18,female,22,tpl,prpt,1,0,14286,14286,14286,owl,,1,,,,,,,0,,14286,,,prpt,1,1,,
alexandra,24m2h,2024,8,13,13,41,24,2657,130,18,female,23,tpl,prpt,1,0,1687,1687,1687,apple,,1,,,,,,,1,,1687,,1687,prpt,1,1,,
alexandra,24m2h,2024,8,13,13,41,30,2657,130,18,female,24,tpl,inhb,1,0,26068,27890,27890,elephant4,,1,,,,,,,0,,27890,,,inhb,1,,,
alexandra,24m2h,2024,8,13,13,42,2,2657,130,18,female,25,tpl,prpt,1,0,18,1543,1543,flower,,1,,,,,,,1,,1543,,1543,prpt,1,1,,
alexandra,24m2h,2024,8,13,13,42,8,2657,130,18,female,26,tpl,prpt,1,0,706,1614,1614,bus,,1,,,,,,,1,,1614,,1614,prpt,1,1,,
alexandra,24m2h,2024,8,13,13,42,14,2657,130,18,female,27,tpl,prpt,1,0,5410,5500,5500,owl,,1,,,,,,,0,,5500,,,prpt,1,1,,
alexandra,24m2h,2024,8,13,13,42,23,2657,130,18,female,28,tpl,prpt,1,0,10644,10967,10967,elephant,,1,,,,,,,0,,10967,,,prpt,1,1,,
alexandra,24m2h,2024,8,13,13,42,38,2657,130,18,female,29,tpl,prpt,1,0,1542,1542,1542,apple,,1,,,,,,,1,,1542,,1542,prpt,1,1,,
alexandra,24m2h,2024,8,13,13,42,44,2657,130,18,female,30,tpl,inhb,0,0,13,1422,1422,elephant,,1,,,,,,,1,,1422,,,inhb,0,,,
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,2622,1984.5,,,20 out of 22,3 out of 8,
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,,,,0.375,
